folder,depth,objects_recursive,size_bytes_recursive,size_GB_recursive
processed/keyframes/dataset=ai_challenge_2025/batch=L30/profile=autoshot_v1/video_id=L30_V046,6,187,49945564,0.04651543125510216
processed/keyframes/dataset=ai_challenge_2025/batch=L30/profile=autoshot_v1/video_id=L30_V089,6,187,42564921,0.03964167181402445
processed/keyframes/dataset=ai_challenge_2025/batch=L30/profile=autoshot_v1/video_id=L30_V091,6,187,36374149,0.03387606609612703
processed/keyframes/dataset=ai_challenge_2025/batch=L24/profile=autoshot_v1/video_id=L24_V029,6,184,42104143,0.03921253886073828
processed/keyframes/dataset=ai_challenge_2025/batch=L24/profile=autoshot_v1/video_id=L24_V037,6,184,44879816,0.04179758578538895
processed/keyframes/dataset=ai_challenge_2025/batch=L30/profile=autoshot_v1/video_id=L30_V025,6,184,47739305,0.04446069244295359
processed/keyframes/dataset=ai_challenge_2025/batch=L30/profile=autoshot_v1/video_id=L30_V074,6,184,35688432,0.03323744237422943
processed/keyframes/dataset=ai_challenge_2025/batch=L24/profile=autoshot_v1/video_id=L24_V023,6,178,49696771,0.04628372471779585
processed/keyframes/dataset=ai_challenge_2025/batch=L30/profile=autoshot_v1/video_id=L30_V060,6,178,48276625,0.044961110688745975
processed/keyframes/dataset=ai_challenge_2025/batch=L30/profile=autoshot_v1/video_id=L30_V075,6,178,34011583,0.03167575504630804
processed/keyframes/dataset=ai_challenge_2025/batch=L30/profile=autoshot_v1/video_id=L30_V083,6,178,35062009,0.03265404049307108
processed/keyframes/dataset=ai_challenge_2025/batch=L30/profile=autoshot_v1/video_id=L30_V088,6,178,26975569,0.02512295637279749
raw/source=kaggle/dataset=ai_challenge_2025/source_version=kaggle_current/batch=L25/ai-challenge-2025,6,176,25698597832,23.933684296905994
processed/keyframes/dataset=ai_challenge_2025/batch=L23/profile=autoshot_v1/video_id=L23_V021,6,175,42058984,0.03917048126459122
processed/keyframes/dataset=ai_challenge_2025/batch=L24/profile=autoshot_v1/video_id=L24_V022,6,175,52339220,0.048744697123765945
processed/keyframes/dataset=ai_challenge_2025/batch=L30/profile=autoshot_v1/video_id=L30_V024,6,175,23496736,0.0218830406665802
processed/keyframes/dataset=ai_challenge_2025/batch=L30/profile=autoshot_v1/video_id=L30_V054,6,175,24179595,0.02251900266855955
processed/keyframes/dataset=ai_challenge_2025/batch=L24/profile=autoshot_v1/video_id=L24_V009,6,172,51344576,0.04781836271286011
processed/keyframes/dataset=ai_challenge_2025/batch=L30/profile=autoshot_v1/video_id=L30_V043,6,172,35988098,0.03351652808487415
processed/keyframes/dataset=ai_challenge_2025/batch=L30/profile=autoshot_v1/video_id=L30_V047,6,172,36390512,0.033891305327415466
processed/keyframes/dataset=ai_challenge_2025/batch=L30/profile=autoshot_v1/video_id=L30_V092,6,169,38247625,0.03562087658792734
processed/keyframes/dataset=ai_challenge_2025/batch=L24/profile=autoshot_v1/video_id=L24_V024,6,166,49598929,0.04619260225445032
processed/keyframes/dataset=ai_challenge_2025/batch=L30/profile=autoshot_v1/video_id=L30_V001,6,166,35868201,0.03340486530214548
processed/keyframes/dataset=ai_challenge_2025/batch=L24/profile=autoshot_v1/video_id=L24_V008,6,160,48166691,0.0448587266728282
processed/keyframes/dataset=ai_challenge_2025/batch=L24/profile=autoshot_v1/video_id=L24_V014,6,160,43448382,0.040464458987116814
processed/keyframes/dataset=ai_challenge_2025/batch=L24/profile=autoshot_v1/video_id=L24_V025,6,160,45708926,0.042569754645228386
processed/keyframes/dataset=ai_challenge_2025/batch=L24/profile=autoshot_v1/video_id=L24_V013,6,157,44207190,0.041171154007315636
processed/keyframes/dataset=ai_challenge_2025/batch=L24/profile=autoshot_v1/video_id=L24_V027,6,157,34622605,0.03224481362849474
processed/keyframes/dataset=ai_challenge_2025/batch=L30/profile=autoshot_v1/video_id=L30_V002,6,154,27667640,0.025767497718334198
processed/keyframes/dataset=ai_challenge_2025/batch=L30/profile=autoshot_v1/video_id=L30_V023,6,154,36813314,0.03428507037460804
processed/keyframes/dataset=ai_challenge_2025/batch=L30/profile=autoshot_v1/video_id=L30_V055,6,154,30862023,0.028742498718202114
processed/keyframes/dataset=ai_challenge_2025/batch=L30/profile=autoshot_v1/video_id=L30_V094,6,154,30320054,0.028237750753760338
processed/keyframes/dataset=ai_challenge_2025/batch=L24/profile=autoshot_v1/video_id=L24_V007,6,151,45096409,0.04199930373579264
processed/keyframes/dataset=ai_challenge_2025/batch=L24/profile=autoshot_v1/video_id=L24_V021,6,151,45191058,0.04208745248615742
processed/keyframes/dataset=ai_challenge_2025/batch=L30/profile=autoshot_v1/video_id=L30_V078,6,151,29564693,0.027534266002476215
processed/keyframes/dataset=ai_challenge_2025/batch=L24/profile=autoshot_v1/video_id=L24_V019,6,148,42044509,0.03915700037032366
processed/keyframes/dataset=ai_challenge_2025/batch=L24/profile=autoshot_v1/video_id=L24_V020,6,148,43726216,0.04072321206331253
processed/keyframes/dataset=ai_challenge_2025/batch=L24/profile=autoshot_v1/video_id=L24_V038,6,148,35718051,0.03326502721756697
processed/keyframes/dataset=ai_challenge_2025/batch=L30/profile=autoshot_v1/video_id=L30_V010,6,145,27370214,0.025490498170256615
processed/keyframes/dataset=ai_challenge_2025/batch=L30/profile=autoshot_v1/video_id=L30_V053,6,145,29266269,0.027256336994469166
processed/keyframes/dataset=ai_challenge_2025/batch=L24/profile=autoshot_v1/video_id=L24_V006,6,142,41170718,0.038343219086527824
processed/keyframes/dataset=ai_challenge_2025/batch=L24/profile=autoshot_v1/video_id=L24_V016,6,139,32941085,0.03067877609282732
processed/keyframes/dataset=ai_challenge_2025/batch=L24/profile=autoshot_v1/video_id=L24_V039,6,139,31926495,0.029733865521848202
processed/keyframes/dataset=ai_challenge_2025/batch=L30/profile=autoshot_v1/video_id=L30_V026,6,139,29352166,0.02733633480966091
processed/keyframes/dataset=ai_challenge_2025/batch=L30/profile=autoshot_v1/video_id=L30_V032,6,139,21845989,0.020345662720501423
processed/keyframes/dataset=ai_challenge_2025/batch=L30/profile=autoshot_v1/video_id=L30_V063,6,139,29593856,0.027561426162719727
processed/keyframes/dataset=ai_challenge_2025/batch=L30/profile=autoshot_v1/video_id=L30_V096,6,139,22439520,0.020898431539535522
processed/keyframes/dataset=ai_challenge_2025/batch=L23/profile=autoshot_v1/video_id=L23_V007,6,136,24310526,0.02264094166457653
processed/keyframes/dataset=ai_challenge_2025/batch=L24/profile=autoshot_v1/video_id=L24_V010,6,136,40553050,0.03776797093451023
processed/keyframes/dataset=ai_challenge_2025/batch=L30/profile=autoshot_v1/video_id=L30_V038,6,136,24762818,0.023062171414494514
processed/keyframes/dataset=ai_challenge_2025/batch=L30/profile=autoshot_v1/video_id=L30_V084,6,136,32987425,0.030721933580935
processed/keyframes/dataset=ai_challenge_2025/batch=L30/profile=autoshot_v1/video_id=L30_V061,6,133,20677986,0.01925787515938282
processed/keyframes/dataset=ai_challenge_2025/batch=L30/profile=autoshot_v1/video_id=L30_V034,6,130,27812821,0.025902708061039448
processed/keyframes/dataset=ai_challenge_2025/batch=L30/profile=autoshot_v1/video_id=L30_V039,6,130,19804170,0.01844407059252262
processed/keyframes/dataset=ai_challenge_2025/batch=L30/profile=autoshot_v1/video_id=L30_V044,6,127,24531689,0.022846915759146214
processed/keyframes/dataset=ai_challenge_2025/batch=L30/profile=autoshot_v1/video_id=L30_V081,6,127,22047691,0.020533512346446514
processed/keyframes/dataset=ai_challenge_2025/batch=L30/profile=autoshot_v1/video_id=L30_V073,6,124,28481110,0.02652510069310665
processed/keyframes/dataset=ai_challenge_2025/batch=L23/profile=autoshot_v1/video_id=L23_V002,6,121,24365695,0.022692321799695492
processed/keyframes/dataset=ai_challenge_2025/batch=L30/profile=autoshot_v1/video_id=L30_V066,6,121,26656088,0.02482541650533676
processed/keyframes/dataset=ai_challenge_2025/batch=L30/profile=autoshot_v1/video_id=L30_V069,6,121,32557205,0.03032125998288393
processed/keyframes/dataset=ai_challenge_2025/batch=L30/profile=autoshot_v1/video_id=L30_V093,6,121,30712736,0.028603464365005493
processed/keyframes/dataset=ai_challenge_2025/batch=L23/profile=autoshot_v1/video_id=L23_V003,6,118,26456299,0.02463934849947691
processed/keyframes/dataset=ai_challenge_2025/batch=L23/profile=autoshot_v1/video_id=L23_V019,6,118,28637138,0.026670413091778755
processed/keyframes/dataset=ai_challenge_2025/batch=L23/profile=autoshot_v1/video_id=L23_V020,6,118,26685903,0.024853183887898922
processed/keyframes/dataset=ai_challenge_2025/batch=L24/profile=autoshot_v1/video_id=L24_V017,6,118,23881312,0.022241204977035522
processed/keyframes/dataset=ai_challenge_2025/batch=L30/profile=autoshot_v1/video_id=L30_V027,6,118,26475268,0.02465701475739479
processed/keyframes/dataset=ai_challenge_2025/batch=L30/profile=autoshot_v1/video_id=L30_V068,6,118,27134533,0.025271003134548664
processed/keyframes/dataset=ai_challenge_2025/batch=L30/profile=autoshot_v1/video_id=L30_V006,6,115,24118263,0.022461882792413235
processed/keyframes/dataset=ai_challenge_2025/batch=L30/profile=autoshot_v1/video_id=L30_V018,6,115,18091513,0.0168490344658494
processed/keyframes/dataset=ai_challenge_2025/batch=L23/profile=autoshot_v1/video_id=L23_V004,6,112,25983439,0.024198963306844234
processed/keyframes/dataset=ai_challenge_2025/batch=L30/profile=autoshot_v1/video_id=L30_V019,6,112,25134315,0.02340815495699644
processed/keyframes/dataset=ai_challenge_2025/batch=L30/profile=autoshot_v1/video_id=L30_V031,6,112,30179693,0.028107029385864735
processed/keyframes/dataset=ai_challenge_2025/batch=L30/profile=autoshot_v1/video_id=L30_V076,6,112,25942307,0.02416065614670515
processed/keyframes/dataset=ai_challenge_2025/batch=L30/profile=autoshot_v1/video_id=L30_V080,6,112,24449906,0.022770749405026436
processed/keyframes/dataset=ai_challenge_2025/batch=L30/profile=autoshot_v1/video_id=L30_V086,6,112,19561057,0.01821765396744013
processed/keyframes/dataset=ai_challenge_2025/batch=L30/profile=autoshot_v1/video_id=L30_V049,6,109,24050618,0.02239888347685337
processed/keyframes/dataset=ai_challenge_2025/batch=L30/profile=autoshot_v1/video_id=L30_V077,6,109,25275800,0.023539923131465912
processed/keyframes/dataset=ai_challenge_2025/batch=L23/profile=autoshot_v1/video_id=L23_V011,6,106,29116250,0.027116620913147926
processed/keyframes/dataset=ai_challenge_2025/batch=L30/profile=autoshot_v1/video_id=L30_V065,6,106,21088460,0.019640158861875534
processed/keyframes/dataset=ai_challenge_2025/batch=L30/profile=autoshot_v1/video_id=L30_V050,6,103,17309394,0.016120629385113716
processed/keyframes/dataset=ai_challenge_2025/batch=L30/profile=autoshot_v1/video_id=L30_V079,6,103,30399121,0.02831138763576746
processed/keyframes/dataset=ai_challenge_2025/batch=L23/profile=autoshot_v1/video_id=L23_V006,6,100,23290891,0.021691332571208477
processed/keyframes/dataset=ai_challenge_2025/batch=L23/profile=autoshot_v1/video_id=L23_V010,6,100,21741869,0.02024869341403246
processed/keyframes/dataset=ai_challenge_2025/batch=L23/profile=autoshot_v1/video_id=L23_V023,6,97,24110773,0.022454907186329365
processed/keyframes/dataset=ai_challenge_2025/batch=L30/profile=autoshot_v1/video_id=L30_V014,6,97,18461872,0.017193958163261414
processed/keyframes/dataset=ai_challenge_2025/batch=L30/profile=autoshot_v1/video_id=L30_V051,6,97,18150710,0.016904165968298912
processed/keyframes/dataset=ai_challenge_2025/batch=L30/profile=autoshot_v1/video_id=L30_V085,6,97,19722754,0.018368246033787727
raw/source=kaggle/dataset=ai_challenge_2025/source_version=kaggle_current/batch=L30/ai-challenge-2025,6,96,4137446126,3.8532969783991575
processed/keyframes/dataset=ai_challenge_2025/batch=L23/profile=autoshot_v1/video_id=L23_V018,6,94,22376399,0.02083964552730322
processed/keyframes/dataset=ai_challenge_2025/batch=L30/profile=autoshot_v1/video_id=L30_V059,6,94,18187482,0.016938412562012672
processed/keyframes/dataset=ai_challenge_2025/batch=L30/profile=autoshot_v1/video_id=L30_V067,6,94,14555884,0.01355622336268425
processed/keyframes/dataset=ai_challenge_2025/batch=L23/profile=autoshot_v1/video_id=L23_V022,6,91,21881202,0.020378457382321358
processed/keyframes/dataset=ai_challenge_2025/batch=L23/profile=autoshot_v1/video_id=L23_V024,6,91,24686336,0.022990942001342773
processed/keyframes/dataset=ai_challenge_2025/batch=L30/profile=autoshot_v1/video_id=L30_V070,6,91,13115647,0.012214898131787777
processed/keyframes/dataset=ai_challenge_2025/batch=L24/profile=autoshot_v1/video_id=L24_V036,6,88,20646386,0.01922844536602497
processed/keyframes/dataset=ai_challenge_2025/batch=L30/profile=autoshot_v1/video_id=L30_V082,6,88,18019092,0.016781587153673172
processed/keyframes/dataset=ai_challenge_2025/batch=L23/profile=autoshot_v1/video_id=L23_V012,6,85,17302167,0.01611389871686697
processed/keyframes/dataset=ai_challenge_2025/batch=L23/profile=autoshot_v1/video_id=L23_V014,6,85,23873074,0.02223353274166584
processed/keyframes/dataset=ai_challenge_2025/batch=L23/profile=autoshot_v1/video_id=L23_V017,6,85,19603578,0.018257254734635353
processed/keyframes/dataset=ai_challenge_2025/batch=L30/profile=autoshot_v1/video_id=L30_V042,6,85,15113111,0.014075181446969509
processed/keyframes/dataset=ai_challenge_2025/batch=L30/profile=autoshot_v1/video_id=L30_V072,6,79,22469989,0.02092680800706148
processed/keyframes/dataset=ai_challenge_2025/batch=L23/profile=autoshot_v1/video_id=L23_V005,6,76,17476836,0.01627657189965248
processed/keyframes/dataset=ai_challenge_2025/batch=L23/profile=autoshot_v1/video_id=L23_V016,6,76,18657274,0.017375940456986427
processed/keyframes/dataset=ai_challenge_2025/batch=L30/profile=autoshot_v1/video_id=L30_V016,6,76,16249621,0.015133638866245747
processed/keyframes/dataset=ai_challenge_2025/batch=L30/profile=autoshot_v1/video_id=L30_V020,6,76,12826745,0.011945837177336216
processed/keyframes/dataset=ai_challenge_2025/batch=L23/profile=autoshot_v1/video_id=L23_V013,6,73,16657578,0.015513578429818153
processed/keyframes/dataset=ai_challenge_2025/batch=L30/profile=autoshot_v1/video_id=L30_V036,6,73,18062682,0.01682218350470066
processed/keyframes/dataset=ai_challenge_2025/batch=L23/profile=autoshot_v1/video_id=L23_V009,6,70,15580655,0.014510615728795528
processed/keyframes/dataset=ai_challenge_2025/batch=L30/profile=autoshot_v1/video_id=L30_V011,6,70,16728680,0.015579797327518463
processed/keyframes/dataset=ai_challenge_2025/batch=L30/profile=autoshot_v1/video_id=L30_V013,6,70,14562974,0.013562826439738274
processed/keyframes/dataset=ai_challenge_2025/batch=L30/profile=autoshot_v1/video_id=L30_V035,6,70,19646075,0.018296833150088787
processed/keyframes/dataset=ai_challenge_2025/batch=L30/profile=autoshot_v1/video_id=L30_V087,6,70,17842715,0.016617323271930218
processed/keyframes/dataset=ai_challenge_2025/batch=L30/profile=autoshot_v1/video_id=L30_V057,6,67,7565797,0.0070461975410580635
processed/keyframes/dataset=ai_challenge_2025/batch=L30/profile=autoshot_v1/video_id=L30_V071,6,67,16681780,0.015536118298768997
processed/keyframes/dataset=ai_challenge_2025/batch=L30/profile=autoshot_v1/video_id=L30_V022,6,64,12496041,0.011637845076620579
processed/keyframes/dataset=ai_challenge_2025/batch=L30/profile=autoshot_v1/video_id=L30_V040,6,64,8712093,0.008113768883049488
processed/keyframes/dataset=ai_challenge_2025/batch=L30/profile=autoshot_v1/video_id=L30_V058,6,61,14535645,0.013537374325096607
processed/keyframes/dataset=ai_challenge_2025/batch=L23/profile=autoshot_v1/video_id=L23_V015,6,58,12099126,0.011268189176917076
processed/keyframes/dataset=ai_challenge_2025/batch=L23/profile=autoshot_v1/video_id=L23_V008,6,55,12716121,0.011842810548841953
processed/keyframes/dataset=ai_challenge_2025/batch=L23/profile=autoshot_v1/video_id=L23_V001,6,49,11303667,0.010527360253036022
processed/keyframes/dataset=ai_challenge_2025/batch=L24/profile=autoshot_v1/video_id=L24_V012,6,49,13083742,0.01218518428504467
processed/keyframes/dataset=ai_challenge_2025/batch=L24/profile=autoshot_v1/video_id=L24_V041,6,49,7969644,0.007422309368848801
processed/keyframes/dataset=ai_challenge_2025/batch=L30/profile=autoshot_v1/video_id=L30_V004,6,49,7181722,0.006688499823212624
processed/keyframes/dataset=ai_challenge_2025/batch=L30/profile=autoshot_v1/video_id=L30_V005,6,49,10778141,0.010037926025688648
processed/keyframes/dataset=ai_challenge_2025/batch=L30/profile=autoshot_v1/video_id=L30_V021,6,49,6098399,0.0056795766577124596
processed/keyframes/dataset=ai_challenge_2025/batch=L24/profile=autoshot_v1/video_id=L24_V044,6,46,8277885,0.00770938117057085
processed/keyframes/dataset=ai_challenge_2025/batch=L24/profile=autoshot_v1/video_id=L24_V045,6,43,6459637,0.006016005761921406
processed/keyframes/dataset=ai_challenge_2025/batch=L30/profile=autoshot_v1/video_id=L30_V041,6,43,6592094,0.006139365956187248
raw/source=kaggle/dataset=ai_challenge_2025/source_version=kaggle_current/batch=L24/ai-challenge-2025,6,43,5796197572,5.398129645735025
processed/keyframes/dataset=ai_challenge_2025/batch=L24/profile=autoshot_v1/video_id=L24_V040,6,37,5254391,0.004893532954156399
features/extractors/dataset=ai_challenge_2025/batch=L21/frame_profile=autoshot_v1/extractor=object_detection,6,34,6223259,0.005795861594378948
raw/source=kaggle/dataset=ai_challenge_2025/source_version=kaggle_current/batch=L22/ai-challenge-2025,6,31,4154529806,3.8692073952406645
raw/source=kaggle/dataset=ai_challenge_2025/source_version=kaggle_current/batch=L21/ai-challenge-2025,6,29,3378944552,3.1468873396515846
raw/source=kaggle/dataset=ai_challenge_2025/source_version=kaggle_current/batch=L23/ai-challenge-2025,6,25,2043038704,1.9027280658483505
raw/source=kaggle/dataset=ai_challenge_2025/source_version=kaggle_current/batch=L28/ai-challenge-2025,6,24,7274481383,6.774888730607927
raw/source=kaggle/dataset=ai_challenge_2025/source_version=kaggle_current/batch=L29/ai-challenge-2025,6,23,6767155175,6.302404380403459
features/extractors/dataset=ai_challenge_2025/batch=L21/frame_profile=autoshot_v1/extractor=captioning,6,16,7450623,0.0069389333948493
raw/source=kaggle/dataset=ai_challenge_2025/source_version=kaggle_current/batch=L27/ai-challenge-2025,6,16,2539789191,2.3653630083426833
features/extractors/dataset=ai_challenge_2025/batch=L21/frame_profile=autoshot_v1/extractor=ocr,6,13,3780745,0.0035210931673645973
processed/keyframes_manifests/dataset=ai_challenge_2025/batch=L21/profile=autoshot_v1/run_id=full_autoshot_l21_20260709_193632,6,13,35289676,0.03286607190966606
features/extractors/dataset=ai_challenge_2025/batch=L22/frame_profile=autoshot_v1/extractor=object_detection,6,10,105765647,0.09850193466991186
features/extractors/dataset=ai_challenge_2025/batch=L23/frame_profile=autoshot_v1/extractor=object_detection,6,10,12865696,0.011982113122940063
features/extractors/dataset=ai_challenge_2025/batch=L24/frame_profile=autoshot_v1/extractor=object_detection,6,10,23576528,0.02195735275745392
features/extractors/dataset=ai_challenge_2025/batch=L26/frame_profile=autoshot_v1/extractor=object_detection,6,10,232336721,0.21638043317943811
features/extractors/dataset=ai_challenge_2025/batch=L27/frame_profile=autoshot_v1/extractor=object_detection,6,10,25384018,0.02364070899784565
features/extractors/dataset=ai_challenge_2025/batch=L28/frame_profile=autoshot_v1/extractor=object_detection,6,10,44166436,0.041133198887109756
features/extractors/dataset=ai_challenge_2025/batch=L29/frame_profile=autoshot_v1/extractor=object_detection,6,10,42050264,0.03916236013174057
features/extractors/dataset=ai_challenge_2025/batch=L30/frame_profile=autoshot_v1/extractor=object_detection,6,10,43367341,0.0403889836743474
processed/keyframes_manifests/dataset=ai_challenge_2025/batch=L21/profile=autoshot_v1/run_id=demo_20260713T091628Z_0b8aad0f,6,7,1274578,0.0011870432645082474
processed/keyframes_manifests/dataset=ai_challenge_2025/batch=L21/profile=autoshot_v1/run_id=demo_20260713T103630Z_4360bc8c,6,7,1275098,0.0011875275522470474
processed/keyframes_manifests/dataset=ai_challenge_2025/batch=L22/profile=autoshot_v1/run_id=full_l22_20260713T132415Z_2f1e32b8,6,7,20869998,0.019436700269579887
processed/keyframes_manifests/dataset=ai_challenge_2025/batch=L23/profile=autoshot_v1/run_id=demo_20260713T111704Z_e707d25e,6,7,743102,0.0006920676678419113
processed/keyframes_manifests/dataset=ai_challenge_2025/batch=L23/profile=autoshot_v1/run_id=full_l23_20260713T145915Z_58c5300c,6,7,1679596,0.0015642456710338593
processed/keyframes_manifests/dataset=ai_challenge_2025/batch=L24/profile=autoshot_v1/run_id=demo_20260713T121139Z_041145d1,6,7,4803956,0.004474032670259476
processed/keyframes_manifests/dataset=ai_challenge_2025/batch=L24/profile=autoshot_v1/run_id=full_l24_20260713T152115Z_14797aa4,6,7,4832969,0.004501053132116795
processed/keyframes_manifests/dataset=ai_challenge_2025/batch=L25/profile=autoshot_v1/run_id=full_l25_20260719T125510Z_729f13c1,6,7,48658858,0.045317092910408974
processed/keyframes_manifests/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/run_id=full_l26_20260719T195028Z_149024ca,6,7,100685801,0.09377095941454172
processed/keyframes_manifests/dataset=ai_challenge_2025/batch=L27/profile=autoshot_v1/run_id=full_l27_20260715T014659Z_0e797b31,6,7,5847063,0.005445501767098904
processed/keyframes_manifests/dataset=ai_challenge_2025/batch=L28/profile=autoshot_v1/run_id=full_l28_20260715T021710Z_43151145,6,7,10478747,0.009759093634784222
processed/keyframes_manifests/dataset=ai_challenge_2025/batch=L29/profile=autoshot_v1/run_id=full_l29_20260715T033345Z_30e17caf,6,7,9865552,0.009188011288642883
processed/keyframes_manifests/dataset=ai_challenge_2025/batch=L30/profile=autoshot_v1/run_id=full_l30_20260715T044607Z_3fc2a24c,6,7,8750630,0.008149659261107445
features/import_bundles/dataset=ai_challenge_2025/batch=L21/frame_profile=autoshot_v1/run_id=coverage_patch_l21_20260813T152454Z,6,6,13011,1.2117438018321991e-05
processed/keyframes_manifests/dataset=ai_challenge_2025/batch=L21/profile=autoshot_v1/run_id=demo_20260713T090636Z_32192d48,6,6,9377,8.733011782169342e-06
processed/keyframes_manifests/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/run_id=full_l26_20260714T190640Z_d1a3bc48,6,6,98055257,0.09132107440382242
features/extractors/dataset=ai_challenge_2025/batch=L22/frame_profile=autoshot_v1/extractor=ocr,6,5,66328326,0.061773067340254784
features/extractors/dataset=ai_challenge_2025/batch=L23/frame_profile=autoshot_v1/extractor=ocr,6,5,4163866,0.003877902403473854
features/extractors/dataset=ai_challenge_2025/batch=L24/frame_profile=autoshot_v1/extractor=ocr,6,5,10015192,0.009327374398708344
features/extractors/dataset=ai_challenge_2025/batch=L25/frame_profile=autoshot_v1/extractor=object_detection,6,5,110841674,0.10322935320436954
processed/keyframes_manifests/dataset=ai_challenge_2025/batch=L22/profile=autoshot_v1/run_id=full_autoshot_l22_20260709_193632,6,5,54944,5.117058753967285e-05
processed/keyframes_manifests/dataset=ai_challenge_2025/batch=L21/profile=autoshot_v1/run_id=smoke_autoshot_l21_001,6,3,703704,0.0006553754210472107
features/patches/dataset=ai_challenge_2025/batch=L21/frame_profile=autoshot_v1/run_id=coverage_patch_l21_20260813T152454Z,6,2,64103499,0.05970103573054075
raw/source=kaggle/dataset=ai_challenge_2025/source_version=kaggle_current/batch=L26/ai-challenge-2025/Videos,7,498,34043159249,31.70516271982342
raw/source=kaggle/dataset=ai_challenge_2025/source_version=kaggle_current/batch=L25/ai-challenge-2025/Videos,7,176,25698597832,23.933684296905994
raw/source=kaggle/dataset=ai_challenge_2025/source_version=kaggle_current/batch=L30/ai-challenge-2025/Videos,7,96,4137446126,3.8532969783991575
raw/source=kaggle/dataset=ai_challenge_2025/source_version=kaggle_current/batch=L24/ai-challenge-2025/Videos,7,43,5796197572,5.398129645735025
features/extractors/dataset=ai_challenge_2025/batch=L21/frame_profile=autoshot_v1/extractor=object_detection/extractor_version=fe-object-detection-v1,7,34,6223259,0.005795861594378948
raw/source=kaggle/dataset=ai_challenge_2025/source_version=kaggle_current/batch=L22/ai-challenge-2025/Videos,7,31,4154529806,3.8692073952406645
raw/source=kaggle/dataset=ai_challenge_2025/source_version=kaggle_current/batch=L21/ai-challenge-2025/Videos,7,29,3378944552,3.1468873396515846
raw/source=kaggle/dataset=ai_challenge_2025/source_version=kaggle_current/batch=L23/ai-challenge-2025/Videos,7,25,2043038704,1.9027280658483505
raw/source=kaggle/dataset=ai_challenge_2025/source_version=kaggle_current/batch=L28/ai-challenge-2025/Videos,7,24,7274481383,6.774888730607927
raw/source=kaggle/dataset=ai_challenge_2025/source_version=kaggle_current/batch=L29/ai-challenge-2025/Videos,7,23,6767155175,6.302404380403459
features/extractors/dataset=ai_challenge_2025/batch=L21/frame_profile=autoshot_v1/extractor=captioning/extractor_version=fe-captioning-v2.2,7,16,7450623,0.0069389333948493
raw/source=kaggle/dataset=ai_challenge_2025/source_version=kaggle_current/batch=L27/ai-challenge-2025/Videos,7,16,2539789191,2.3653630083426833
features/extractors/dataset=ai_challenge_2025/batch=L21/frame_profile=autoshot_v1/extractor=ocr/extractor_version=fe-ocr-v1,7,13,3780745,0.0035210931673645973
features/extractors/dataset=ai_challenge_2025/batch=L22/frame_profile=autoshot_v1/extractor=object_detection/extractor_version=fe-object-detection-v1,7,10,105765647,0.09850193466991186
features/extractors/dataset=ai_challenge_2025/batch=L23/frame_profile=autoshot_v1/extractor=object_detection/extractor_version=fe-object-detection-v1,7,10,12865696,0.011982113122940063
features/extractors/dataset=ai_challenge_2025/batch=L24/frame_profile=autoshot_v1/extractor=object_detection/extractor_version=fe-object-detection-v1,7,10,23576528,0.02195735275745392
features/extractors/dataset=ai_challenge_2025/batch=L26/frame_profile=autoshot_v1/extractor=object_detection/extractor_version=fe-object-detection-v1,7,10,232336721,0.21638043317943811
features/extractors/dataset=ai_challenge_2025/batch=L27/frame_profile=autoshot_v1/extractor=object_detection/extractor_version=fe-object-detection-v1,7,10,25384018,0.02364070899784565
features/extractors/dataset=ai_challenge_2025/batch=L28/frame_profile=autoshot_v1/extractor=object_detection/extractor_version=fe-object-detection-v1,7,10,44166436,0.041133198887109756
features/extractors/dataset=ai_challenge_2025/batch=L29/frame_profile=autoshot_v1/extractor=object_detection/extractor_version=fe-object-detection-v1,7,10,42050264,0.03916236013174057
features/extractors/dataset=ai_challenge_2025/batch=L30/frame_profile=autoshot_v1/extractor=object_detection/extractor_version=fe-object-detection-v1,7,10,43367341,0.0403889836743474
processed/keyframes_manifests/dataset=ai_challenge_2025/batch=L21/profile=autoshot_v1/run_id=full_autoshot_l21_20260709_193632/results,7,6,17618504,0.016408510506153107
features/extractors/dataset=ai_challenge_2025/batch=L22/frame_profile=autoshot_v1/extractor=ocr/extractor_version=fe-ocr-v1,7,5,66328326,0.061773067340254784
features/extractors/dataset=ai_challenge_2025/batch=L23/frame_profile=autoshot_v1/extractor=ocr/extractor_version=fe-ocr-v1,7,5,4163866,0.003877902403473854
features/extractors/dataset=ai_challenge_2025/batch=L24/frame_profile=autoshot_v1/extractor=ocr/extractor_version=fe-ocr-v1,7,5,10015192,0.009327374398708344
features/extractors/dataset=ai_challenge_2025/batch=L25/frame_profile=autoshot_v1/extractor=object_detection/extractor_version=fe-object-detection-v1,7,5,110841674,0.10322935320436954
features/import_bundles/dataset=ai_challenge_2025/batch=L21/frame_profile=autoshot_v1/run_id=coverage_patch_l21_20260813T152454Z/metadata_backups,7,5,7444,6.932765245437622e-06
processed/keyframes_manifests/dataset=ai_challenge_2025/batch=L21/profile=autoshot_v1/run_id=smoke_autoshot_l21_001/results,7,3,703704,0.0006553754210472107
processed/keyframes_manifests/dataset=ai_challenge_2025/batch=L21/profile=autoshot_v1/run_id=full_autoshot_l21_20260709_193632/shards,7,2,25219,2.3487024009227753e-05
